Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,SUB-1_%,SUB-1_Numerator,SUB-1_Denominator,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,TOB-2_%,TOB-2_Numerator,TOB-2/-2a_Denominator,TOB-2a_%,TOB-2a_Numerator,TOB-2/-2a__Denominator,PEoC_Measure_Description,PEoC_Assessed_Response,EHR_Use_Response,HIE_Response,FUH-30_%,FUH-30_Numerator,FUH-30_Denominator,FUH-7_%,FUH-7_Numerator,FUH-7_Denominator,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,HCP_%,HCP_Numerator,HCP_Denominator
150056,INDIANA UNIVERSITY HEALTH METHODIST HOSPITAL (INDIANAPOLIS),1701 N SENATE BOULEVARD ,INDIANAPOLIS,IN,46202,Marion,-0.025793546215574944,121.8,6662.0,0.007260703731357418,209.67,6662,,Not Available,Not Available,-1.2425908229479157,298,451,-1.0109662244685005,281,451,-0.18764887892164378,252,294,0.40256726870363224,327,329,-0.6807216715366504,63,132,-0.6627042627978396,25,132,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,0.3530348455090833,50,83,0.3845560324085864,31,83,0.700069093937508,293,296,0.9757690969141347,171,173
150058,MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN ST ,SOUTH BEND,IN,46601,St Joseph,-0.051683885108821,9.07,3849.0,-0.04230630675027414,4.33,3849,,Not Available,Not Available,0.39945033285431264,273,282,0.5688624967219177,271,282,0.3087182990873127,188,196,-0.18017284164867714,178,196,,Not Available,Not Available,-1.3486953943795645,0,50,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,No,0.8744109728517303,47,70,0.719475335296428,29,70,0.5134820595714435,95,101,1.0257869969115876,33,33
150061,DAVIESS COMMUNITY HOSPITAL,1314 E WALNUT ST ,WASHINGTON,IN,47501,Daviess,-0.04266149428238677,48.0,6088.0,-0.04427325161065635,0,6088,0.589624221650776,24,27,0.5186091931679793,412,416,0.5599791745252272,399,416,-0.6665143738666206,22,29,0.44404585298775223,26,26,,Not Available,Not Available,,Not Available,Not Available,Assessment of Patient Experience of Care,No,Paper or Other Form,No,-0.42071755217043943,12,24,,Not Available,Not Available,0.39085690919699084,178,196,0.825715396921776,47,49
150064,FAYETTE REGIONAL HEALTH SYSTEM,1941 VIRGINIA AVE ,CONNERSVILLE,IN,47331,Fayette,-0.055606663729009805,0.0,2305.0,-0.04427325161065635,0,2305,,Not Available,Not Available,0.35189365766186276,188,196,0.4650678900026893,184,196,-0.09041730634398343,157,179,0.3304897288000793,177,180,0.4611594619102213,29,36,0.36157394211932964,17,36,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,No,0.3349000236884694,12,20,,Not Available,Not Available,-0.018650537423865018,72,90,0.5256079969370585,552,610
150084,ST. VINCENT HOSPITALS AND HEALTH SERVICES,2001 WEST 86TH STREET ,INDIANAPOLIS,IN,46260,Marion,-0.027362657663650466,201.08,11608.0,-0.02381702506268142,145.32,11608,,Not Available,Not Available,-4.696060393383906,16,1100,-3.8648503659737727,14,1100,,Not Available,Not Available,0.16185548449742723,323,337,-1.4511349248369307,33,129,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,No,0.3349000236884694,93,155,0.1251577487993752,53,155,0.5017494062948754,300,320,0.3255363969472468,177,207
150100,"ST. MARY'S HEALTH, INC.",3700 WASHINGTON AVENUE ,EVANSVILLE,IN,47750,Vanderburgh,-0.028147213387688226,55.65,3301.0,-0.03522530525289821,18.57,3301,,Not Available,Not Available,0.5105940231917234,355,359,0.6993070700312186,355,359,-0.0024227331612007128,282,315,0.22917318686017998,306,316,-0.4727274839639334,94,175,-0.6036670112414397,36,175,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,0.9869979916547074,35,51,1.1816311380558768,24,51,0.6750898966390086,236,240,0.8757332969192289,36,37
150104,WITHAM HEALTH SERVICES,2605 N LEBANON ST ,LEBANON,IN,46052,Boone,-0.055606663729009805,0.0,2896.0,-0.04427325161065635,0,2896,,Not Available,Not Available,0.5431890477618294,198,199,0.7278272097153309,198,199,,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,Assessment of Patient Experience of Care,No,Paper or Other Form,No,,Not Available,Not Available,,Not Available,Not Available,0.6656280794804861,51,52,1.0257869969115876,31,31
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,800 W. 9TH ST. ,JASPER,IN,47546,Dubois,0.005980960607954318,123.73,3282.0,0.13471873068412427,358.13,3282,,Not Available,Not Available,0.5597537323794244,519,520,0.7423210511941422,519,520,0.5070707071457397,120,120,0.3950875239966598,276,278,1.13731447970514,75,75,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,0.4187735746088082,33,54,1.2711071282881676,26,54,0.04190509239067911,173,212,0.8757332969192289,507,521
150169,COMMUNITY HOSPITAL NORTH,7150 CLEARVISTA PARKWAY ,INDIANAPOLIS,IN,46256,Marion,-0.050507051522764364,9.48,3046.0,-0.03640547216912753,14.27,3046,,Not Available,Not Available,-1.909987309637464,112,209,-1.7992441836064244,95,209,0.07050094627204455,233,256,0.3923676168304876,262,264,,Not Available,Not Available,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,1.1698574450125634,27,38,0.7752952191110684,16,38,0.6883364406609405,149,151,1.0257869969115876,32,32
154021,"GRANT-BLACKFORD MENTAL HEALTH, INC",505 WABASH AVE ,MARION,IN,46952,Grant,0.052662026188201004,24.2,365.0,1.013156305330817,235.45,365,0.9816235084264955,35,35,0.5533415963984197,648,650,-0.9609390942029262,412,650,0.5070707071457397,577,577,0.44404585298775223,577,577,-2.340849192079421,0,575,-1.3486953943795645,0,575,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,1.078427718333636,44,63,-0.33617717331574015,18,63,-3.0464320281510826,0,323,-0.22466050302473523,120,160
151320,JAY COUNTY HOSPITAL,500 W VOTAW ST ,PORTLAND,IN,47371,Jay,-0.055606663729009805,0.0,1820.0,-0.04427325161065635,0,1820,,Not Available,Not Available,0.4614343140040223,145,148,0.6249676895431224,144,148,0.3563617696503664,125,129,0.3930475936220309,133,134,0.834714240259883,21,23,1.0135190513311065,15,23,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,,Not Available,Not Available,,Not Available,Not Available,0.7382948352579394,34,34,-0.02458890303492357,22,28
151325,ST. MARY'S WARRICK HOSPITAL INC,1116 MILLIS AVENUE PO BOX 629,BOONVILLE,IN,47601,Warrick,-0.054822108004972045,1.42,3576.0,-0.04427325161065635,.25,3576,,0,0,-0.037643603184159095,187,211,0.15274898329798423,184,211,0.4511625529135847,86,87,-1.2558961258696248,66,88,,Not Available,Not Available,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,,Not Available,Not Available,,Not Available,Not Available,-0.6408596337683081,75,118,0.5756258969345114,32,35
151330,ADAMS MEMORIAL HOSPITAL,1100 MERCER PO BOX 151,DECATUR,IN,46733,Adams,-0.055606663729009805,0.0,1709.0,-0.04427325161065635,0,1709,,Not Available,Not Available,0.5699062810160147,390,390,0.7512043733908328,390,390,-2.9470809086756438,55,190,0.44404585298775223,196,196,-1.7050408728772035,17,93,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Paper or Other Form,Yes,0.051543432741378604,18,32,,Not Available,Not Available,0.1213843565222689,77,92,0.3755542969446997,26,30
154005,"WABASH VALLEY ALLIANCE, INC. / RIVER BEND HOSPITAL",2900 N RIVER RD ,WEST LAFAYETTE,IN,47906,Tippecanoe,-0.0363850484900847,32.0,2714.0,-0.04309308469442703,2.2,2714,,Not Available,Not Available,0.5699062810160147,165,165,-0.0941138651153159,145,177,0.47984586682399466,176,177,0.2522923977726405,172,177,-0.32734024248333876,77,133,-0.6949393265310885,24,133,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,No,1.2968011977568608,48,66,0.054562013386741874,22,66,0.6554093169492818,223,228,1.0257869969115876,224,224
154008,LARUE D CARTER MEMORIAL HOSPITAL,2601 COLD SPRING RD ,INDIANAPOLIS,IN,46222,Marion,-0.037561882076141334,440.77,39838.0,-0.04387986263857991,6.25,39838,0.8344914628950147,23,24,0.5699062810160147,73,73,0.7512043733908328,73,73,,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,No,,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,-0.5247679030094526,221,321
154052,PORTER-STARKE SERVICES INC,601 WALL ST ,VALPARAISO,IN,46383,Porter,-0.04854566221266997,12.5,2865.0,-0.036798861141203974,13.15,2865,-0.504163167192366,11,19,0.5699062810160147,692,692,-1.6879688845110354,331,692,0.417617660374292,588,599,-0.5541600769973002,581,681,0.6451543201476243,358,417,-0.21938158853383138,130,417,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,No,1.142655212281643,41,58,1.4229700474897626,29,58,-3.0464320281510826,0,342,-1.1249827029788877,64,113
154009,HAMILTON CENTER INC,620 8TH AVE ,TERRE HAUTE,IN,47804,Vigo,-0.046584272902575566,30.2,5578.0,-0.04427325161065635,0,5578,,0,0,0.08418698045492588,160,176,0.4856397940371308,166,176,0.5070707071457397,612,612,0.44404585298775223,459,459,-2.340849192079421,0,300,-1.3486953943795645,0,300,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,No,1.6134049620417432,20,26,,Not Available,Not Available,,Not Available,Not Available,-0.5747858030069056,139,203
154011,"COMMUNITY MENTAL HEALTH CENTER, INCORPORATED",285 BIELBY RD ,LAWRENCEBURG,IN,47025,Dearborn,-0.04893794007468885,9.0,2269.0,-0.030111248615904477,19.75,2269,,Not Available,Not Available,0.5699062810160147,184,184,0.7512043733908328,184,184,0.23384998820251388,84,89,0.13873627358496765,85,89,,Not Available,Not Available,,Not Available,Not Available,Assessment of Patient Experience of Care,No,Certified EHR Technology,Yes,2.0516631560399103,67,81,2.1831055241420705,48,81,-3.0464320281510826,0,89,,Not Available,Not Available
154014,OTIS R BOWEN CENTER FOR HUMAN SERVICES INC,1535 PROVIDENT DR ,WARSAW,IN,46580,Kosciusko,-0.05325299655689652,3.53,2542.0,-0.04112613983404482,4.95,2542,,Not Available,Not Available,0.25197120529120953,237,252,-0.28767678034847166,196,252,-1.2358052313088217,68,106,0.31553023938613445,104,106,,Not Available,Not Available,-1.3486953943795645,0,63,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,1.5333094990006988,66,87,1.8473653406098958,48,87,-0.033410972191160224,242,304,-1.6251617029534169,27,58
154018,RICHMOND STATE HOSPITAL,498 NW 18TH ST ,RICHMOND,IN,47374,Wayne,0.028733076605049337,540.73,10484.0,-0.04427325161065635,0,10484,,Not Available,Not Available,-0.1589398421581601,19,22,0.11347534832314088,19,22,,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,-0.8248753029941701,288,457
154019,MADISON STATE HOSPITAL,711 GREEN RD ,MADISON,IN,47250,Jefferson,-0.04933021793670773,165.17,42354.0,-0.04112613983404482,84.03,42354,,Not Available,Not Available,0.5699062810160147,44,44,0.7512043733908328,44,44,,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,0.225500596952341,404,481
154024,"VALLE VISTA HOSPITAL, LLC",898 E MAIN ST ,GREENWOOD,IN,46143,Johnson,-0.05325299655689652,28.66,19099.0,-0.04230630675027414,23.28,19099,,Not Available,Not Available,0.5592193877143404,1014,1016,0.682007968911347,1001,1016,0.15752320372905085,271,292,0.3740082434588282,289,292,-0.32734024248333876,121,209,0.5401344636978885,109,209,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,0.29182982186451156,104,175,-0.14819550576349563,54,175,-0.24270636773767917,283,382,-1.5251259029585111,142,289
154031,OAKLAWN PSYCHIATRIC CENTER INC,330 LAKEVIEW DR ,GOSHEN,IN,46527,Elkhart,-0.054822108004972045,2.28,5136.0,-0.04309308469442703,3.33,5136,0.9816235084264955,30,30,0.10662945638844162,179,196,0.34584435525762974,179,196,0.012648160588336751,415,462,0.08637806063615973,432,456,0.5234185916351647,238,289,0.8193842854769329,173,289,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,1.983657574212608,81,99,1.2152872444735272,47,99,-1.3592007924433407,111,249,-0.9749290029865288,67,111
154035,FOUR COUNTY COUNSELING CENTER,1015 MICHIGAN AVE ,LOGANSPORT,IN,46947,Cass,-0.054037552280934285,3.32,3204.0,0.0340111538325554,153.29,3204,-1.6727515000467164,55,222,0.5699062810160147,488,488,0.4444959859682477,456,488,0.3301092450543978,291,302,0.15165583262428356,289,302,-1.1954898949607653,54,164,-0.1559980362493531,54,164,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,1.7146577172068374,54,69,1.0067835608129592,31,69,-3.0464320281510826,0,114,-0.9749290029865288,144,242
154047,MICHIANA BEHAVIORAL HEALTH CENTER,1800 N OAK RD ,PLYMOUTH,IN,46563,Marshall,-0.046584272902575566,63.3,11482.0,-0.04309308469442703,8.05,11482,,0,0,-0.2016874153648564,646,755,-0.4438362337008245,562,755,0.1862065176394608,184,197,0.23665293156715242,191,197,1.0628817771289503,137,140,1.4713293946887098,109,140,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,0.4006387527881942,14,23,,Not Available,Not Available,0.24703728838744815,342,393,-1.6251617029534169,95,204
154050,NORTHEASTERN CENTER,1850 WESLEY RD ,AUBURN,IN,46706,DeKalb,-0.05089932938478325,8.45,2986.0,-0.03797902805743329,11.73,2986,0.9816235084264955,34,34,0.5699062810160147,664,664,0.5824212516537092,640,664,0.00827273982234187,595,663,-3.8690469357691852,237,648,1.13731447970514,152,152,-1.3486953943795645,0,152,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,No,1.6217167553761913,57,74,-0.01931724460322313,24,74,-3.0464320281510826,0,367,-2.625519702902475,13,48
154051,WELLSTONE REGIONAL HOSPITAL,2700 VISSING PARK RD ,JEFFERSONVILLE,IN,47130,Clark,-0.054037552280934285,25.61,26960.0,-0.04151952880612126,43.55,26960,-0.9787257600936647,16,36,0.33426028371410055,996,1042,0.3785723844033325,959,1042,0.4890828662188723,266,267,0.3175701697607634,264,269,0.11299527836458653,103,146,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,-0.04064191151340818,164,298,-0.28528257336709745,87,298,-2.0317467560711235,100,373,-0.374714203017094,201,281
154053,MERIDIAN SERVICES CORP,2401 W UNIVERSITY AVE ,MUNCIE,IN,47303,Delaware,-0.05286071869487764,7.65,4317.0,-0.04112613983404482,8.75,4317,0.9816235084264955,28,28,-0.8578626640876472,255,348,-0.041281475208681806,289,348,0.5070707071457397,262,262,-0.2876091747124633,257,288,1.13731447970514,68,68,2.273221879019195,68,68,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,No,1.4683263874768326,33,44,0.6767895417911146,18,44,,Not Available,Not Available,0.7256795969268701,128,136
154054,HARSHA BEHAVIORAL CENTER INC,1420 E CROSSING BLVD ,TERRE HAUTE,IN,47802,Vigo,-0.054822108004972045,16.0,33504.0,-0.04427325161065635,0,33504,-1.6515814215529778,17,67,0.5031131978805515,1581,1601,0.6838781420053874,1578,1601,-4.3545079217372775,0,35,0.4243265260330062,344,345,,Not Available,Not Available,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,No,-0.42071755217043943,14,28,,Not Available,Not Available,0.46163130154273974,735,793,0.42557219694215265,238,271
154055,BRENTWOOD MEADOWS LLC,4488 ROSLIN ROAD ,NEWBURGH,IN,47630,Warrick,-0.055606663729009805,0.33,11084.0,-0.04427325161065635,.85,11084,,Not Available,Not Available,0.5276930524744016,379,382,0.5431476166788658,365,382,0.5070707071457397,545,545,0.19449437049148915,525,545,0.8072367472527852,334,369,-1.1817250080758819,17,369,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,1.0905175995473784,70,100,0.43791327429022775,38,100,-0.18290768329581672,230,304,-1.6751796029508699,90,195
154056,EVANSVILLE STATE HOSPITAL,3400 LINCOLN AVE ,EVANSVILLE,IN,47714,Vanderburgh,-0.05286071869487764,88.1,55031.0,-0.04348647366650347,20.88,55031,0.9816235084264955,25,25,0.49242630457887715,68,69,0.6834105987318772,68,69,,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,-0.12462470302982939,271,354
154057,OPTIONS BEHAVIORAL HEALTH SYSTEM,5602 CAITO DRIVE ,INDIANAPOLIS,IN,46226,Marion,-0.05246844083285876,22.47,12200.0,-0.04427325161065635,0,12200,-0.026425062517006312,15,21,0.4694494839802782,731,745,0.5501607657815166,713,745,0.5070707071457397,363,363,0.38896773287277303,366,369,0.8152365236978893,98,108,-0.8792949157470854,14,108,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,1.6050931687072953,53,69,-0.3017001862537566,20,69,-2.1608059421133716,73,312,-2.02530490293304,97,248
154058,DOCTORS NEUROPSYCHIATRIC HOSPITAL,417 S. WHITLOCK ST. ,BREMEN,IN,46506,Marshall,-0.055606663729009805,0.0,14619.0,-0.04427325161065635,0,14619,0.7268768972185122,90,97,0.22846004002752662,586,626,0.3925986826086335,578,626,0.1234921533268696,292,317,-1.1131009996456056,441,572,-0.2911673402967794,33,56,0.3329607956594795,26,56,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,0.27898432307490995,16,27,0.9665604092406446,12,27,-0.18858477359092993,333,441,-0.8248753029941701,90,142
154059,SYCAMORE SPRINGS,833 PARK EAST BOULEVARD ,LAFAYETTE,IN,47905,Tippecanoe,-0.055606663729009805,1.33,24918.0,-0.04427325161065635,1.47,24918,,Not Available,Not Available,0.4475413527118457,470,481,0.23597168598277105,428,481,0.482276656138436,588,591,0.15641567016508376,566,591,0.8434096494393444,314,343,-1.116530497154704,22,343,Assessment of Patient Experience of Care,Yes,Paper or Other Form,Yes,0.6265684079700081,106,166,1.0273055769212827,75,166,-0.06823045933452329,240,305,-0.22466050302473523,183,243
154060,"PARK CENTER, INC",909 EAST STATE BOULEVARD ,FORT WAYNE,IN,46805,Allen,-0.055606663729009805,0.0,1773.0,-0.04427325161065635,0,1773,0.6167924890510732,52,58,0.3812826142414664,301,312,-0.5223835036505106,227,312,0.08557184002158201,158,173,-6.355722062441757,0,175,,Not Available,Not Available,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,0.7127088116179238,13,20,,Not Available,Not Available,-2.333767959771164,45,239,-0.7748574029967172,16,25
154061,"RIVERCREST SPECIALTY HOSPITAL, LLC",1625 EAST JEFFERSON BLVD ,MISHAWAKA,IN,46545,St Joseph,-0.055606663729009805,0.0,14052.0,-0.04427325161065635,0,14052,0.45237154608303976,17,20,0.1515144082554731,353,383,0.3117136962913968,347,383,-0.378708919036746,175,214,-0.6228377329431376,301,357,-0.3788170648257504,22,39,0.41590270122031103,19,39,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,,Not Available,Not Available,,Not Available,Not Available,0.34052004191365093,230,257,-1.1750006029763407,79,141
154062,ASSURANCE HEALTH PSYCHIATRIC HOSPITAL,2725 ENTERPRISE DRIVE ,ANDERSON,IN,46013,Madison,-0.055606663729009805,0.0,2046.0,-0.04348647366650347,1.07,2046,,0,0,0.39731295419397744,60,62,0.6001878960470903,60,62,0.5070707071457397,119,119,0.2740516551020145,117,120,,Not Available,Not Available,,Not Available,Not Available,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,,Not Available,Not Available,,Not Available,Not Available,-0.048549879644796526,80,101,,Not Available,Not Available
